"work_year","experience_level","job_title","salary","remote_ratio","company_size"
"2024","3","Business Intelligence","104800","100","2"
"2024","3","Business Intelligence Analyst","112200","0","2"
"2024","3","Business Intelligence Analyst","88400","0","2"
"2024","3","Data Scientist","229300","0","2"
"2024","3","Data Scientist","127300","0","2"
"2024","3","Research Scientist","96643","0","2"
"2024","3","Research Scientist","51543","0","2"
"2024","3","Data Scientist","227900","0","2"
"2024","3","Data Scientist","126600","0","2"
"2024","2","Machine Learning Engineer","137930","0","2"
"2024","2","Machine Learning Engineer","74270","0","2"
"2024","2","Data Scientist","279400","0","2"
"2024","2","Data Scientist","250553","0","2"
"2024","3","Data Scientist","211000","0","2"
"2024","3","Data Scientist","142000","0","2"
"2024","2","Data Scientist","174600","0","2"
"2024","2","Data Scientist","81900","0","2"
"2024","1","Data Scientist","206800","0","3"
"2024","1","Data Scientist","97500","0","3"
"2024","2","Business Intelligence Engineer","174000","0","2"
"2024","2","Business Intelligence Engineer","132000","0","2"
"2024","2","Business Intelligence Engineer","174000","0","2"
"2024","2","Business Intelligence Engineer","132000","0","2"
"2024","3","Business Intelligence Engineer","185000","0","3"
"2024","3","Business Intelligence Engineer","89600","0","3"
"2024","2","Analytics Engineer","720000","0","2"
"2024","2","Analytics Engineer","170000","0","2"
"2024","2","Research Scientist","240240","0","2"
"2024","2","Research Scientist","221596","0","2"
"2024","3","Research Scientist","250200","0","2"
"2024","3","Research Scientist","117200","0","2"
"2024","1","Data Analyst","140000","100","2"
"2024","1","Data Analyst","115000","100","2"
"2024","3","Machine Learning Engineer","232000","100","2"
"2024","3","Machine Learning Engineer","208000","100","2"
"2024","4","Machine Learning Engineer","200000","0","2"
"2024","4","Machine Learning Engineer","160000","0","2"
"2024","3","Machine Learning Engineer","250200","0","2"
"2024","3","Machine Learning Engineer","117200","0","2"
"2024","3","Data Architect","170000","0","2"
"2024","3","Data Architect","150000","0","2"
"2024","3","Data Manager","127000","0","2"
"2024","3","Data Manager","85000","0","2"
"2024","3","Data Analyst","120000","100","2"
"2024","3","Data Analyst","100000","100","2"
"2024","2","Data Analyst","164000","100","2"
"2024","2","Data Analyst","101000","100","2"
"2024","3","Data Analyst","207300","100","2"
"2024","3","Data Analyst","133300","100","2"
"2024","2","Data Analyst","155000","100","2"
"2024","2","Data Analyst","140000","100","2"
"2024","3","Data Analytics Lead","150000","100","2"
"2024","3","Data Analytics Lead","105000","100","2"
"2024","1","Data Analyst","70000","100","2"
"2024","1","Data Analyst","60000","100","2"
"2024","3","Applied Scientist","199700","0","2"
"2024","3","Applied Scientist","108100","0","2"
"2024","3","Data Engineer","259000","100","2"
"2024","3","Data Engineer","204000","100","2"
"2024","2","Data Engineer","120000","0","2"
"2024","2","Data Engineer","80000","0","2"
"2024","2","Research Analyst","78000","100","2"
"2024","2","Research Analyst","52000","100","2"
"2024","2","Data Scientist","149800","0","2"
"2024","2","Data Scientist","70800","0","2"
"2024","3","Data Scientist","220000","0","2"
"2024","3","Data Scientist","137500","0","2"
"2024","3","Data Scientist","144300","100","2"
"2024","3","Data Scientist","104800","100","2"
"2024","3","Research Analyst","175000","0","2"
"2024","3","Research Analyst","130000","0","2"
"2024","3","Data Engineer","186000","0","2"
"2024","3","Data Engineer","100000","0","2"
"2024","2","Data Engineer","90000","0","2"
"2024","2","Data Engineer","50000","0","2"
"2024","2","Data Engineer","128000","0","2"
"2024","2","Data Engineer","81500","0","2"
"2024","2","Data Engineer","117000","0","2"
"2024","2","Data Engineer","81500","0","2"
"2024","2","Data Engineer","111500","0","2"
"2024","2","Data Engineer","81500","0","2"
"2024","3","Data Engineer","275000","0","2"
"2024","3","Data Engineer","225000","0","2"
"2024","3","Data Analyst","193000","0","2"
"2024","3","Data Analyst","84600","0","2"
"2024","1","Business Intelligence Analyst","134100","0","2"
"2024","1","Business Intelligence Analyst","59700","0","2"
"2024","3","Data Scientist","151200","0","2"
"2024","3","Data Scientist","81600","0","2"
"2024","3","Data Scientist","267900","0","2"
"2024","3","Data Scientist","234700","0","2"
"2024","3","Data Scientist","229300","0","2"
"2024","3","Data Scientist","127300","0","2"
"2024","2","Data Strategist","185000","100","2"
"2024","2","Data Strategist","150000","100","2"
"2024","2","Data Specialist","124800","0","2"
"2024","2","Data Specialist","74900","0","2"
"2024","3","Data Engineer","75000","0","2"
"2024","3","Data Engineer","62500","0","2"
"2024","2","Data Engineer","150000","0","2"
"2024","2","Data Engineer","130000","0","2"
"2024","3","Analytics Engineer","193000","0","2"
"2024","3","Analytics Engineer","164050","0","2"
"2024","2","Analytics Engineer","176000","100","2"
"2024","2","Analytics Engineer","117000","100","2"
"2024","2","Machine Learning Engineer","256500","0","2"
"2024","2","Machine Learning Engineer","170700","0","2"
"2024","3","Business Intelligence Engineer","156476","100","2"
"2024","3","Business Intelligence Engineer","104981","100","2"
"2024","3","Business Intelligence Engineer","250200","0","2"
"2024","3","Business Intelligence Engineer","117200","0","2"
"2024","2","Research Engineer","340000","0","2"
"2024","2","Research Engineer","295000","0","2"
"2024","3","Business Intelligence Analyst","163000","100","2"
"2024","3","Business Intelligence Analyst","135000","100","2"
"2024","3","Data Engineer","110000","0","2"
"2024","3","Data Engineer","76500","0","2"
"2024","2","Data Scientist","196900","0","2"
"2024","2","Data Scientist","184216","0","2"
"2024","3","Data Scientist","266000","0","2"
"2024","3","Data Scientist","177000","0","2"
"2024","3","Data Scientist","145000","0","2"
"2024","3","Data Scientist","145000","0","2"
"2024","3","Data Scientist","158400","100","2"
"2024","3","Data Scientist","105000","100","2"
"2024","2","Data Scientist","106700","0","2"
"2024","2","Data Scientist","106700","0","2"
"2024","3","Data Scientist","250200","0","2"
"2024","3","Data Scientist","117200","0","2"
"2024","2","Data Engineer","279400","0","2"
"2024","2","Data Engineer","248920","0","2"
"2024","4","Data Engineer","314000","0","2"
"2024","4","Data Engineer","253000","0","2"
"2024","2","Data Engineer","196900","0","2"
"2024","2","Data Engineer","185586","0","2"
"2024","3","Data Engineer","304000","100","2"
"2024","3","Data Engineer","244000","100","2"
"2024","3","Data Engineer","180000","0","2"
"2024","3","Data Engineer","140000","0","2"
"2024","3","Data Engineer","209000","100","2"
"2024","3","Data Engineer","145000","100","2"
"2024","3","Data Engineer","167500","0","2"
"2024","3","Data Engineer","106500","0","2"
"2024","3","Data Engineer","128000","0","2"
"2024","3","Data Engineer","81500","0","2"
"2024","2","Data Engineer","208800","0","2"
"2024","2","Data Engineer","98300","0","2"
"2024","2","Data Engineer","125000","0","2"
"2024","2","Data Engineer","106250","0","2"
"2024","2","Data Engineer","205600","0","3"
"2024","2","Data Engineer","118900","0","3"
"2024","3","Data Analyst","174400","100","2"
"2024","3","Data Analyst","116300","100","2"
"2024","3","Data Analyst","268400","100","2"
"2024","3","Data Analyst","179000","100","2"
"2024","3","Data Analytics Manager","180400","0","2"
"2024","3","Data Analytics Manager","138800","0","2"
"2024","3","Data Analyst","207000","0","2"
"2024","3","Data Analyst","153000","0","2"
"2024","2","Data Analyst","70000","100","2"
"2024","2","Data Analyst","51000","100","2"
"2024","1","Data Analyst","97500","0","2"
"2024","1","Data Analyst","80000","0","2"
"2024","1","Data Analyst","97500","0","2"
"2024","1","Data Analyst","80000","0","2"
"2024","3","Machine Learning Engineer","200200","0","2"
"2024","3","Machine Learning Engineer","186248","0","2"
"2024","2","Machine Learning Quality Engineer","188400","0","2"
"2024","2","Machine Learning Quality Engineer","121600","0","2"
"2024","3","Machine Learning Engineer","304000","100","2"
"2024","3","Machine Learning Engineer","244000","100","2"
"2024","3","Machine Learning Engineer","220000","100","2"
"2024","3","Machine Learning Engineer","183000","100","2"
"2024","3","Machine Learning Engineer","157476","100","2"
"2024","3","Machine Learning Engineer","104981","100","2"
"2024","2","Machine Learning Engineer","150000","0","2"
"2024","2","Machine Learning Engineer","130000","0","2"
"2024","2","Machine Learning Engineer","135000","0","2"
"2024","2","Machine Learning Engineer","95000","0","2"
"2024","3","Research Scientist","200200","0","2"
"2024","3","Research Scientist","183523","0","2"
"2024","3","Research Scientist","337000","0","2"
"2024","3","Research Scientist","237000","0","2"
"2024","3","Research Scientist","200000","0","2"
"2024","3","Research Scientist","136000","0","2"
"2024","3","Research Scientist","294700","0","3"
"2024","3","Research Scientist","170500","0","3"
"2024","3","Research Scientist","145000","0","2"
"2024","3","Research Scientist","103000","0","2"
"2024","3","Data Architect","200000","0","2"
"2024","3","Data Architect","147000","0","2"
"2024","3","Data Architect","150000","100","2"
"2024","3","Data Architect","100000","100","2"
"2024","3","Data Architect","193000","0","2"
"2024","3","Data Architect","84600","0","2"
"2024","2","Machine Learning Engineer","172000","0","2"
"2024","2","Machine Learning Engineer","75600","0","2"
"2024","2","Data Scientist","138000","0","2"
"2024","2","Data Scientist","86000","0","2"
"2024","2","Data Scientist","199700","0","2"
"2024","2","Data Scientist","70800","0","2"
"2024","3","Data Scientist","132300","0","2"
"2024","3","Data Scientist","70600","0","2"
"2024","3","Data Scientist","220000","0","2"
"2024","3","Data Scientist","96600","0","2"
"2024","3","Data Scientist","173900","0","2"
"2024","3","Data Scientist","71000","0","2"
"2024","2","Data Scientist","172000","0","2"
"2024","2","Data Scientist","75600","0","2"
"2024","1","Data Scientist","223500","0","2"
"2024","1","Data Scientist","109100","0","2"
"2024","2","Data Scientist","172000","0","2"
"2024","2","Data Scientist","75600","0","2"
"2024","3","Research Analyst","180000","0","2"
"2024","3","Research Analyst","140000","0","2"
"2024","1","Research Analyst","80000","0","2"
"2024","1","Research Analyst","60000","0","2"
"2024","1","Research Analyst","137000","0","2"
"2024","1","Research Analyst","60400","0","2"
"2024","1","Business Intelligence Developer","137000","0","2"
"2024","1","Business Intelligence Developer","60400","0","2"
"2024","3","AI Engineer","200000","100","2"
"2024","3","AI Engineer","160000","100","2"
"2024","2","Data Quality Engineer","137000","0","2"
"2024","2","Data Quality Engineer","60400","0","2"
"2024","3","Research Engineer","179000","0","2"
"2024","3","Research Engineer","112000","0","2"
"2024","3","Data Product Manager","170400","0","2"
"2024","3","Data Product Manager","123800","0","2"
"2024","3","Data Engineer","186000","0","2"
"2024","3","Data Engineer","100000","0","2"
"2024","3","Data Engineer","186000","0","2"
"2024","3","Data Engineer","100000","0","2"
"2024","3","Data Engineer","186000","0","2"
"2024","3","Data Engineer","100000","0","2"
"2024","3","Data Engineer","186000","0","2"
"2024","3","Data Engineer","100000","0","2"
"2024","2","Data Engineer","121586","0","2"
"2024","2","Data Engineer","76115","0","2"
"2024","3","Data Engineer","172000","0","2"
"2024","3","Data Engineer","75600","0","2"
"2024","3","Data Engineer","275000","0","2"
"2024","3","Data Engineer","225000","0","2"
"2024","2","Data Analyst","137000","0","2"
"2024","2","Data Analyst","60300","0","2"
"2024","1","Data Analyst","123000","0","2"
"2024","1","Data Analyst","54000","0","2"
"2024","3","Principal Statistical Programmer","218000","0","2"
"2024","3","Principal Statistical Programmer","106200","0","2"
"2024","3","Data Scientist","75000","0","2"
"2024","3","Data Scientist","75000","0","2"
"2024","3","Data Engineer","288400","0","2"
"2024","3","Data Engineer","144200","0","2"
"2024","3","Data Engineer","156200","0","2"
"2024","3","Data Engineer","82400","0","2"
"2024","2","Data Engineer","147400","100","2"
"2024","2","Data Engineer","60900","100","2"
"2024","1","Data Engineer","53100","100","2"
"2024","1","Data Engineer","31900","100","2"
"2024","3","BI Developer","75000","0","2"
"2024","3","BI Developer","50000","0","2"
"2024","3","Machine Learning Modeler","245400","0","2"
"2024","3","Machine Learning Modeler","139000","0","2"
"2024","3","Business Intelligence Analyst","166363","0","2"
"2024","3","Business Intelligence Analyst","103977","0","2"
"2024","2","Business Intelligence Analyst","110679","0","2"
"2024","2","Business Intelligence Analyst","73786","0","2"
"2024","3","Data Analyst","125000","0","2"
"2024","3","Data Analyst","110000","0","2"
"2024","3","Data Scientist","177500","100","2"
"2024","3","Data Scientist","117500","100","2"
"2024","3","Data Scientist","297000","0","2"
"2024","3","Data Scientist","138000","0","2"
"2024","3","Data Scientist","112500","0","2"
"2024","3","Data Scientist","87500","0","2"
"2024","2","Data Scientist","112500","0","2"
"2024","2","Data Scientist","87500","0","2"
"2024","3","Data Scientist","195000","100","2"
"2024","3","Data Scientist","147500","100","2"
"2024","3","Data Scientist","195000","100","2"
"2024","3","Data Scientist","147500","100","2"
"2024","3","Data Scientist","195000","100","2"
"2024","3","Data Scientist","147500","100","2"
"2024","3","Data Scientist","195000","100","2"
"2024","3","Data Scientist","147500","100","2"
"2024","3","Data Scientist","195000","100","2"
"2024","3","Data Scientist","147500","100","2"
"2024","3","Data Scientist","195000","100","2"
"2024","3","Data Scientist","147500","100","2"
"2024","3","Data Scientist","195000","100","2"
"2024","3","Data Scientist","147500","100","2"
"2024","3","Data Scientist","195000","100","2"
"2024","3","Data Scientist","147500","100","2"
"2024","3","Data Scientist","195000","100","2"
"2024","3","Data Scientist","147500","100","2"
"2024","3","Data Scientist","195000","100","2"
"2024","3","Data Scientist","147500","100","2"
"2024","3","Data Scientist","195000","100","2"
"2024","3","Data Scientist","147500","100","2"
"2024","3","Data Scientist","195000","100","2"
"2024","3","Data Scientist","147500","100","2"
"2024","2","Data Scientist","212800","0","3"
"2024","2","Data Scientist","125500","0","3"
"2024","3","Data Scientist","247600","0","3"
"2024","3","Data Scientist","143300","0","3"
"2024","3","Data Engineer","200000","0","2"
"2024","3","Data Engineer","147000","0","2"
"2024","2","Data Engineer","117000","0","2"
"2024","2","Data Engineer","81500","0","2"
"2024","2","Data Engineer","90000","0","2"
"2024","2","Data Engineer","70000","0","2"
"2024","2","Data Engineer","207000","0","2"
"2024","2","Data Engineer","138000","0","2"
"2024","2","Data Engineer","205600","0","3"
"2024","2","Data Engineer","118900","0","3"
"2024","3","Research Scientist","241500","0","2"
"2024","3","Research Scientist","132300","0","2"
"2024","2","Data Analyst","223043","0","2"
"2024","2","Data Analyst","214464","0","2"
"2024","1","Data Analyst","97500","0","2"
"2024","1","Data Analyst","80000","0","2"
"2024","3","Data Analyst","155000","0","2"
"2024","3","Data Analyst","105000","0","2"
"2024","3","Data Analyst","155000","0","2"
"2024","3","Data Analyst","105000","0","2"
"2024","3","Data Analyst","155000","0","2"
"2024","3","Data Analyst","105000","0","2"
"2024","3","Data Analyst","155000","0","2"
"2024","3","Data Analyst","105000","0","2"
"2024","3","Data Analyst","155000","0","2"
"2024","3","Data Analyst","105000","0","2"
"2024","3","Data Analyst","155000","0","2"
"2024","3","Data Analyst","105000","0","2"
"2024","1","Data Analyst","110000","0","2"
"2024","1","Data Analyst","110000","0","2"
"2024","2","Data Analyst","110000","0","2"
"2024","2","Data Analyst","78000","0","2"
"2024","1","Data Analyst","110000","0","2"
"2024","1","Data Analyst","85000","0","2"
"2024","3","Data Analyst","185000","0","3"
"2024","3","Data Analyst","106400","0","3"
"2024","3","Applied Scientist","251600","0","2"
"2024","3","Applied Scientist","120100","0","2"
"2024","3","Machine Learning Engineer","220800","0","2"
"2024","3","Machine Learning Engineer","124800","0","2"
"2024","1","Business Intelligence Analyst","208800","0","2"
"2024","1","Business Intelligence Analyst","98300","0","2"
"2024","3","Business Intelligence Lead","202800","0","3"
"2024","3","Business Intelligence Lead","117300","0","3"
"2024","3","Machine Learning Engineer","297000","0","2"
"2024","3","Machine Learning Engineer","138000","0","2"
"2024","3","Machine Learning Engineer","324000","0","2"
"2024","3","Machine Learning Engineer","159000","0","2"
"2024","3","Machine Learning Engineer","237000","0","2"
"2024","3","Machine Learning Engineer","161200","0","2"
"2024","3","Applied Scientist","251600","0","2"
"2024","3","Applied Scientist","120100","0","2"
"2024","3","Applied Scientist","212800","0","3"
"2024","3","Applied Scientist","129400","0","3"
"2024","3","Data Scientist","231400","0","2"
"2024","3","Data Scientist","186846","0","2"
"2024","3","Data Scientist","230000","0","2"
"2024","3","Data Scientist","135000","0","2"
"2024","3","Data Scientist","230000","0","2"
"2024","3","Data Scientist","135000","0","2"
"2024","3","Data Scientist","230000","0","2"
"2024","3","Data Scientist","135000","0","2"
"2024","3","Data Scientist","230000","0","2"
"2024","3","Data Scientist","135000","0","2"
"2024","2","Data Scientist","202800","0","2"
"2024","2","Data Scientist","109200","0","2"
"2024","1","Business Intelligence","82898","0","2"
"2024","1","Business Intelligence","73424","0","2"
"2024","1","Business Intelligence Engineer","74100","0","2"
"2024","1","Business Intelligence Engineer","53700","0","2"
"2024","1","Data Analyst","137000","0","2"
"2024","1","Data Analyst","60300","0","2"
"2024","3","Data Engineer","115000","0","2"
"2024","3","Data Engineer","80000","0","2"
"2024","3","Research Scientist","234000","0","2"
"2024","3","Research Scientist","146000","0","2"
"2024","3","Research Scientist","200000","0","2"
"2024","3","Research Scientist","96000","0","2"
"2024","3","Research Scientist","246000","0","2"
"2024","3","Research Scientist","118000","0","2"
"2024","2","Data Product Owner","106885","0","2"
"2024","2","Data Product Owner","68750","0","2"
"2024","4","Head of Data","252500","0","2"
"2024","4","Head of Data","151500","0","2"
"2024","3","Business Intelligence Analyst","109700","0","2"
"2024","3","Business Intelligence Analyst","97300","0","2"
"2024","3","Data Scientist","338000","0","2"
"2024","3","Data Scientist","169000","0","2"
"2024","3","Data Scientist","223000","100","2"
"2024","3","Data Scientist","134000","100","2"
"2024","2","Data Manager","77000","0","2"
"2024","2","Data Manager","49000","0","2"
"2024","2","Data Engineer","75000","0","2"
"2024","2","Data Engineer","50000","0","2"
"2024","3","Data Engineer","175888","0","2"
"2024","3","Data Engineer","125634","0","2"
"2024","3","Data Engineer","184920","0","2"
"2024","3","Data Engineer","149469","0","2"
"2024","3","Data Engineer","149750","100","2"
"2024","3","Data Engineer","84500","100","2"
"2024","3","Data Analyst","121000","0","2"
"2024","3","Data Analyst","103000","0","2"
"2024","3","Data Analyst","159000","0","2"
"2024","3","Data Analyst","92000","0","2"
"2024","3","Research Engineer","200000","0","2"
"2024","3","Research Engineer","160000","0","2"
"2024","2","Research Engineer","140000","0","2"
"2024","2","Research Engineer","100000","0","2"
"2024","2","Research Scientist","171000","0","2"
"2024","2","Research Scientist","109000","0","2"
"2024","2","Data Engineer","158000","0","2"
"2024","2","Data Engineer","137000","0","2"
"2024","2","Data Engineer","158000","0","2"
"2024","2","Data Engineer","137000","0","2"
"2024","2","Data Engineer","158000","0","2"
"2024","2","Data Engineer","137000","0","2"
"2024","3","Data Engineer","186000","0","2"
"2024","3","Data Engineer","100000","0","2"
"2024","3","Data Engineer","194500","100","2"
"2024","3","Data Engineer","141500","100","2"
"2024","3","Data Engineer","244000","100","2"
"2024","3","Data Engineer","160000","100","2"
"2024","2","Data Engineer","159000","0","2"
"2024","2","Data Engineer","123000","0","2"
"2024","3","Data Engineer","197000","0","2"
"2024","3","Data Engineer","99000","0","2"
"2024","3","Machine Learning Engineer","211500","0","2"
"2024","3","Machine Learning Engineer","136500","0","2"
"2024","3","Machine Learning Engineer","240500","0","2"
"2024","3","Machine Learning Engineer","192500","0","2"
"2024","3","Machine Learning Engineer","240000","0","2"
"2024","3","Machine Learning Engineer","220000","0","2"
"2024","3","Analytics Engineer","127905","0","2"
"2024","3","Analytics Engineer","115800","0","2"
"2024","3","Data Scientist","235400","0","2"
"2024","3","Data Scientist","201681","0","2"
"2024","3","Data Scientist","230000","100","2"
"2024","3","Data Scientist","167000","100","2"
"2024","3","Data Scientist","288000","100","2"
"2024","3","Data Scientist","189000","100","2"
"2024","2","Data Scientist","130000","100","2"
"2024","2","Data Scientist","130000","100","2"
"2024","3","Data Scientist","165000","0","2"
"2024","3","Data Scientist","165000","0","2"
"2024","3","Data Scientist","247600","0","3"
"2024","3","Data Scientist","143300","0","3"
"2024","2","Data Analyst","176000","0","2"
"2024","2","Data Analyst","124000","0","2"
"2024","3","Data Analyst","93918","0","2"
"2024","3","Data Analyst","51962","0","2"
"2024","3","Data Analyst","93918","0","2"
"2024","3","Data Analyst","51962","0","2"
"2024","2","Data Analyst","59000","100","2"
"2024","2","Data Analyst","59000","100","2"
"2024","2","Data Analyst","80000","0","2"
"2024","2","Data Analyst","80000","0","2"
"2024","1","Data Analyst","103440","0","2"
"2024","1","Data Analyst","69900","0","2"
"2024","3","Data Analyst","169000","0","2"
"2024","3","Data Analyst","155000","0","2"
"2024","3","Analytics Engineer","171814","0","2"
"2024","3","Analytics Engineer","92920","0","2"
"2024","3","Data Scientist","235400","100","2"
"2024","3","Data Scientist","207578","100","2"
"2024","3","Data Scientist","196900","0","2"
"2024","3","Data Scientist","180393","0","2"
"2024","3","Data Scientist","188000","0","2"
"2024","3","Data Scientist","89500","0","2"
"2024","3","Data Scientist","294000","0","2"
"2024","3","Data Scientist","144500","0","2"
"2024","2","Computer Vision Engineer","240240","0","2"
"2024","2","Computer Vision Engineer","214032","0","2"
"2024","2","Data Developer","120000","0","2"
"2024","2","Data Developer","75000","0","2"
"2024","3","Data Management Analyst","163000","0","2"
"2024","3","Data Management Analyst","77000","0","2"
"2024","3","Research Scientist","240240","0","2"
"2024","3","Research Scientist","234062","0","2"
"2024","3","Research Scientist","200200","0","2"
"2024","3","Research Scientist","190180","0","2"
"2024","3","Research Scientist","290180","100","2"
"2024","3","Research Scientist","223350","100","2"
"2024","2","Research Scientist","173000","0","2"
"2024","2","Research Scientist","117000","0","2"
"2024","3","AI Developer","316900","0","2"
"2024","3","AI Developer","181100","0","2"
"2024","3","AI Developer","316900","0","2"
"2024","3","AI Developer","181100","0","2"
"2024","3","AI Developer","285200","0","2"
"2024","3","AI Developer","163000","0","2"
"2024","2","Data Analyst","128300","0","2"
"2024","2","Data Analyst","66500","0","2"
"2024","3","Data Analyst","192500","100","2"
"2024","3","Data Analyst","122500","100","2"
"2024","3","Data Analyst","192500","100","2"
"2024","3","Data Analyst","122500","100","2"
"2024","3","Data Analyst","192500","100","2"
"2024","3","Data Analyst","122500","100","2"
"2024","3","Data Analyst","192500","100","2"
"2024","3","Data Analyst","122500","100","2"
"2024","3","Data Analyst","192500","100","2"
"2024","3","Data Analyst","122500","100","2"
"2024","3","Data Analyst","192500","100","2"
"2024","3","Data Analyst","122500","100","2"
"2024","3","Data Analyst","192500","100","2"
"2024","3","Data Analyst","122500","100","2"
"2024","3","Data Analyst","192500","100","2"
"2024","3","Data Analyst","122500","100","2"
"2024","3","Data Analyst","192500","100","2"
"2024","3","Data Analyst","122500","100","2"
"2024","3","Data Analyst","192500","100","2"
"2024","3","Data Analyst","122500","100","2"
"2024","3","Data Engineer","125000","0","2"
"2024","3","Data Engineer","90000","0","2"
"2024","2","Data Engineer","208800","0","2"
"2024","2","Data Engineer","98300","0","2"
"2024","3","Data Engineer","235400","100","2"
"2024","3","Data Engineer","188748","100","2"
"2024","2","Data Engineer","208800","0","2"
"2024","2","Data Engineer","98300","0","2"
"2024","2","BI Developer","128000","0","2"
"2024","2","BI Developer","81500","0","2"
"2024","2","Data Management Specialist","146050","0","2"
"2024","2","Data Management Specialist","68000","0","2"
"2024","3","Research Analyst","350000","0","2"
"2024","3","Research Analyst","260000","0","2"
"2024","3","Data Architect","246000","0","2"
"2024","3","Data Architect","118000","0","2"
"2024","2","Data Engineer","97000","0","2"
"2024","2","Data Engineer","62000","0","2"
"2024","3","Data Engineer","149750","100","2"
"2024","3","Data Engineer","84500","100","2"
"2024","2","Business Intelligence Analyst","122100","0","2"
"2024","2","Business Intelligence Analyst","70800","0","2"
"2024","3","Research Engineer","97000","0","2"
"2024","3","Research Engineer","62000","0","2"
"2024","2","Data Scientist","97000","0","2"
"2024","2","Data Scientist","62000","0","2"
"2024","2","Data Scientist","164450","0","2"
"2024","2","Data Scientist","113900","0","2"
"2024","3","Data Analyst","110000","0","2"
"2024","3","Data Analyst","90000","0","2"
"2024","2","Analytics Engineer","128000","100","2"
"2024","2","Analytics Engineer","64000","100","2"
"2024","3","Data Modeler","140000","100","2"
"2024","3","Data Modeler","130000","100","2"
"2024","2","Applied Scientist","256500","0","2"
"2024","2","Applied Scientist","138900","0","2"
"2024","3","Machine Learning Engineer","260500","0","2"
"2024","3","Machine Learning Engineer","173400","0","2"
"2024","3","Research Engineer","300200","0","2"
"2024","3","Research Engineer","199800","0","2"
"2024","2","Machine Learning Scientist","160000","0","2"
"2024","2","Machine Learning Scientist","160000","0","2"
"2024","3","Business Intelligence","160000","100","2"
"2024","3","Business Intelligence","145000","100","2"
"2024","1","Business Intelligence Analyst","78000","100","2"
"2024","1","Business Intelligence Analyst","70000","100","2"
"2024","3","Research Analyst","59000","100","2"
"2024","3","Research Analyst","59000","100","2"
"2024","1","Data Analyst","80000","0","2"
"2024","1","Data Analyst","62000","0","2"
"2024","3","Data Engineer","149076","0","2"
"2024","3","Data Engineer","82365","0","2"
